gt,rep,day,Rt_lo,Rt_med,Rt_hi,rt_true
simulations,1,32,0.8662163678092234,1.093230716941027,1.3766505963367055,1.2428571428571429
simulations,1,33,0.8899272855937066,1.1038452425753644,1.3568637598916256,1.2571428571428571
simulations,1,34,0.9166676761121312,1.125027423003348,1.3614663587247715,1.2714285714285714
simulations,1,35,0.9253947374224543,1.1248542517514712,1.3658981350372468,1.2857142857142856
simulations,1,36,0.9151750203062758,1.1248505829613484,1.3347406857093287,1.3
simulations,1,37,0.9141850298873194,1.1199443526011457,1.3187109018268415,1.3142857142857143
simulations,1,38,0.916251497023844,1.1169441947342102,1.3254246347495808,1.3285714285714287
simulations,1,39,0.9229837386157478,1.117334003149083,1.3142042230123046,1.342857142857143
simulations,1,40,0.937094661407853,1.1422212038332487,1.3344131994553183,1.3571428571428572
simulations,1,41,0.9723237664314396,1.1657407125017856,1.3708481033796318,1.3714285714285714
simulations,1,42,0.973930471964794,1.1761330553139144,1.3991424887477284,1.3857142857142857
simulations,1,43,0.9922782354140819,1.1838069143505636,1.390948682973049,1.4
simulations,1,44,0.9972860829318083,1.196000725713732,1.4038450753828506,1.4142857142857141
simulations,1,45,1.0096824202818455,1.2051658608318752,1.40703126957979,1.4285714285714286
simulations,1,46,1.0251664807677954,1.2276852474765092,1.4376998441314224,1.4428571428571428
simulations,1,47,1.0597861705230405,1.2491988246008745,1.4672180624028117,1.457142857142857
simulations,1,48,1.0752080380913251,1.2735981001504868,1.5151552560338373,1.4714285714285715
simulations,1,49,1.1042203778287503,1.286229401813216,1.5291042195634275,1.4857142857142858
simulations,1,50,1.0971970977756762,1.2847440496344822,1.542677060361742,1.5
simulations,1,51,1.0896044425658238,1.282967407471033,1.5188203381464276,1.486
simulations,1,52,1.0727985835596043,1.280287082331034,1.5122403338081167,1.472
simulations,1,53,1.0843211782476754,1.2905611720579808,1.528251449460652,1.458
simulations,1,54,1.0894344347085516,1.3005444366153103,1.5512630818492432,1.444
simulations,1,55,1.1098343529955188,1.308032251565486,1.5681693125984881,1.43
simulations,1,56,1.1263625064714693,1.3201193464744145,1.5648590770860153,1.416
simulations,1,57,1.1014035834107023,1.313593901860137,1.5432294356075666,1.402
simulations,1,58,1.0859988393209075,1.2976089281858643,1.506815939305167,1.388
simulations,1,59,1.065601475805106,1.2771788059931466,1.4977318599063962,1.374
simulations,1,60,1.0636349418663171,1.278760481791116,1.495857966762951,1.3599999999999999
simulations,1,61,1.0625519045932001,1.2846965678942006,1.5121065282300645,1.346
simulations,1,62,1.092830928733438,1.2900274487789778,1.531547125248491,1.332
simulations,1,63,1.090401527257556,1.2902346695186395,1.5433574144197462,1.318
simulations,1,64,1.0771451458304284,1.2762678178377442,1.5222686014154991,1.304
simulations,1,65,1.0493138355936578,1.2611625787888214,1.5073916532266496,1.29
simulations,1,66,1.0473245270109772,1.2442463121877356,1.4760618749537324,1.276
simulations,1,67,1.0430435066934935,1.23408871671717,1.459345179184212,1.262
simulations,1,68,1.0375894760080546,1.2290225659524023,1.448650215643439,1.248
simulations,1,69,1.041583435159073,1.2227176076681252,1.4498687308758926,1.234
simulations,1,70,1.0446034605378283,1.2108481482206082,1.4345065526315615,1.22
simulations,1,71,1.0130023363922929,1.192988721237557,1.4138493881108933,1.206
simulations,1,72,0.9692529851883231,1.1664896877440238,1.3798140152190157,1.192
simulations,1,73,0.9582669176312077,1.139228301453788,1.3483671155691712,1.178
simulations,1,74,0.9452378924903948,1.1153142244748784,1.3066946357054179,1.1640000000000001
simulations,1,75,0.920336520535771,1.1059258367753246,1.322052110948765,1.15
simulations,1,76,0.9214751344014231,1.0936610798709792,1.3134463692049034,1.1360000000000001
simulations,1,77,0.9125416731025887,1.0829318858252424,1.2891242702966386,1.122
simulations,1,78,0.9039381396316352,1.0573381554280339,1.2436485378776698,1.108
simulations,1,79,0.8669727476755391,1.0306400151676578,1.2181856307796748,1.094
simulations,1,80,0.8377209247063073,1.01607703597441,1.1860855411722278,1.08
simulations,1,81,0.827622589106391,0.9937723049266813,1.1534054801207212,1.066
simulations,1,82,0.8156857941106651,0.9879112227274991,1.1513309363062343,1.052
simulations,1,83,0.8216411905701557,0.9821325259233011,1.1683867892467263,1.038
simulations,1,84,0.8198776491753642,0.9766162673380359,1.1607265733527095,1.024
simulations,1,85,0.8005944314777256,0.957124550278572,1.1357397742579856,1.01
simulations,1,86,0.7837824644688487,0.935813807812035,1.104360451570329,0.996
simulations,1,87,0.7621481708527267,0.9230523419925927,1.0895447375693799,0.982
simulations,1,88,0.7611511426369205,0.9119456339225498,1.0834243245225585,0.9680000000000001
simulations,1,89,0.7736601029578858,0.9127715010820078,1.0811852334135454,0.9540000000000001
simulations,1,90,0.7656256390450951,0.9050317646723955,1.0939442926128213,0.94
simulations,1,91,0.7615466414574238,0.8984830756380409,1.0745954481421518,0.926
simulations,1,92,0.7506161377664193,0.8860536615107037,1.0577009696954165,0.912
simulations,1,93,0.732840596152461,0.8722409195462009,1.0287050987677815,0.898
simulations,1,94,0.7147008508532299,0.8573963073115733,1.0252305778614448,0.884
simulations,1,95,0.7051556129613203,0.8418611022014963,1.0143225389694337,0.8700000000000001
simulations,1,96,0.7006362198259108,0.8382834058497495,0.9873785724131765,0.8560000000000001
simulations,1,97,0.7005091677098239,0.8391890322192548,0.9971753165853484,0.8420000000000001
simulations,1,98,0.7129106305335384,0.8354433490325315,1.0051106662041573,0.8280000000000001
simulations,1,99,0.6970081687683019,0.8306444459465345,0.9933485950746032,0.8140000000000001
simulations,1,100,0.6809538277411655,0.818050969492615,0.9762113905476707,0.8
simulations,1,101,0.6672168695271609,0.8064593339489867,0.9376300720939615,0.8
simulations,1,102,0.6643951458073478,0.8025924344807254,0.9539760607785106,0.8
simulations,1,103,0.6742959635651948,0.8079479100499383,0.9396541842385272,0.8
simulations,1,104,0.6708622558138486,0.8099218643393917,0.9619970206953901,0.8
simulations,1,105,0.6753323722643163,0.8066578951571517,0.9599452142706177,0.8
simulations,1,106,0.6717719010955708,0.8054911173294854,0.9528046820003567,0.8
simulations,1,107,0.6714825538594179,0.8045837263973784,0.9347181086252498,0.8
simulations,1,108,0.6629678312232202,0.802372418265988,0.934513705110667,0.8
simulations,1,109,0.6734353515106071,0.8052590196419904,0.9468250548363207,0.8
simulations,1,110,0.673219443514598,0.8116574135075972,0.9612048884675516,0.8
simulations,1,111,0.6904086708580828,0.8265113875640275,0.9915002874468172,0.8
simulations,1,112,0.7021878525176978,0.8318076656482352,1.0097940490860247,0.8
simulations,1,113,0.7033763491958757,0.8336054931747252,1.0151731359963254,0.8
simulations,1,114,0.6985118527822208,0.8298342984334456,0.9975558035958729,0.8
simulations,1,115,0.6919315940540564,0.8288408176666271,0.9884166500780313,0.8
simulations,1,116,0.6991617865113287,0.8307790755041689,0.9866438918512525,0.8
simulations,1,117,0.7045641942818485,0.8357726137862402,0.9887033722498234,0.8
simulations,1,118,0.6995520319102967,0.841743559807333,0.9897890320471208,0.8
simulations,1,119,0.7169702676192629,0.8436035305167213,0.9776294219062555,0.8
simulations,1,120,0.7154281143183955,0.8499485002560214,0.9930959166194201,0.8
simulations,1,121,0.6944253218650779,0.8442204833015154,1.0055079357934629,0.8
simulations,1,122,0.6977550220547515,0.8494804558294119,1.0064158542786723,0.8
simulations,1,123,0.7034479432149567,0.8462889029056802,0.9955810252217576,0.8
simulations,1,124,0.7176978459318375,0.8524878266294821,1.0213483172830533,0.8
simulations,1,125,0.7352779729729859,0.8582136238778475,1.0324934603660565,0.8
simulations,1,126,0.7304205039261094,0.8666168727461603,1.0380359096943899,0.8
simulations,1,127,0.7350426155404723,0.8677790108820771,1.0309806130963446,0.8
simulations,1,128,0.7183993795687815,0.8677693666216446,1.0368634727335997,0.8
simulations,1,129,0.7240945597048616,0.8668115806648735,1.020731768455808,0.8
simulations,1,130,0.7174356386043603,0.866433260724871,1.024022944764828,0.8
simulations,1,131,0.7382418567910772,0.8757201848909065,1.047543066652449,0.8
simulations,1,132,0.7499059536654624,0.8816539777662957,1.0473899643920457,0.8
simulations,1,133,0.7431485764959199,0.8770626292512704,1.075340926983276,0.8
simulations,1,134,0.740893202598423,0.8789989074250328,1.0428151190496469,0.8
simulations,1,135,0.7188691677590097,0.8704148238517357,1.0367871038438363,0.8
simulations,1,136,0.7215521814923957,0.8651630119372978,1.0376099250092168,0.8
simulations,1,137,0.7165961805942671,0.8674389008255539,1.033293514970757,0.8
simulations,1,138,0.7275192762953453,0.8670513888595133,1.045458223191056,0.8
simulations,1,139,0.735506769376204,0.8816612589797621,1.0669003473261938,0.8
simulations,1,140,0.7340113948121934,0.8835320783821508,1.0598018063041441,0.8
simulations,1,141,0.7325877837512698,0.8914282904203281,1.0851809466924192,0.8
simulations,1,142,0.7274452177663867,0.8907394824431343,1.0831141328462364,0.8
simulations,1,143,0.729641763325816,0.8904221424789607,1.0821004334590292,0.8
simulations,1,144,0.7172425318465121,0.895963154616059,1.0939015021283958,0.8
simulations,1,145,0.724451108275427,0.9006603209536292,1.1142588952365355,0.8
simulations,1,146,0.7367546799894118,0.9157483545149528,1.1561027145740572,0.8
simulations,1,147,0.7281141546343982,0.9266599457550004,1.1894499465637112,0.8
simulations,1,148,0.7290086604480218,0.9377876568773881,1.2008469812785847,0.8
simulations,1,149,0.7210456273691128,0.9391390117079386,1.2448063429417529,0.8
simulations,1,150,0.725959374068423,0.9431648643155355,1.2600789461507906,0.8
simulations,2,1,0.46993401267620244,0.9482732371068616,2.0473618922656907,0.8
simulations,2,2,0.4834267791733194,0.955230639048982,1.9349102059771923,0.8142857142857143
simulations,2,3,0.5070547633545985,0.9591772974637884,1.7780358144472443,0.8285714285714286
simulations,2,4,0.5381229427569072,0.9518715087586653,1.6970953053588067,0.8428571428571429
simulations,2,5,0.5733133587893448,0.9591431413675917,1.6397065219189255,0.8571428571428572
simulations,2,6,0.575798815640179,0.957824827368323,1.6017737948495103,0.8714285714285714
simulations,2,7,0.5971400923076486,0.9611332942416851,1.5473826655599714,0.8857142857142858
simulations,2,8,0.6088632795072152,0.9669391062004417,1.544818888727482,0.9
simulations,2,9,0.6155645309948045,0.9576725472919267,1.528903157761782,0.9142857142857144
simulations,2,10,0.6197596098252277,0.971132268410053,1.5061720471715305,0.9285714285714286
simulations,2,11,0.6167801007443054,0.9677493658684917,1.4810413238895743,0.9428571428571428
simulations,2,12,0.6295663804330291,0.9762478294764362,1.4648710248860617,0.9571428571428572
simulations,2,13,0.6526987130440435,0.9696795832641956,1.451977146857591,0.9714285714285714
simulations,2,14,0.6457415144513028,0.9655935577817274,1.5044483479810153,0.9857142857142858
simulations,2,15,0.6508552948227535,0.9726094878501117,1.4606872941547875,1.0
simulations,2,16,0.6390256792886366,0.966511969644289,1.4379302078187368,1.0142857142857142
simulations,2,17,0.6500609712030307,0.9693798165376429,1.4273991936398134,1.0285714285714287
simulations,2,18,0.6418432228712748,0.9650474991753297,1.4220586596002922,1.042857142857143
simulations,2,19,0.6673079008701838,0.9696598698655681,1.3941622018756081,1.0571428571428572
simulations,2,20,0.665446014333019,0.9717611501950755,1.3856165581714643,1.0714285714285714
simulations,2,21,0.691871136883869,0.9610676811255271,1.3857112663069828,1.0857142857142859
simulations,2,22,0.6840226771702957,0.9736948614769166,1.3834476641687798,1.1
simulations,2,23,0.6712151894045449,0.9744602557114077,1.398439717257597,1.1142857142857143
simulations,2,24,0.6791316878454684,0.981561509285701,1.3712172765599104,1.1285714285714286
simulations,2,25,0.6948705060818053,0.9801624131593126,1.3371403449481436,1.1428571428571428
simulations,2,26,0.6919607697781754,0.978760547817884,1.3469310508175694,1.1571428571428573
simulations,2,27,0.6834853709460014,0.9793059807791743,1.3165900258731953,1.1714285714285715
simulations,2,28,0.700198423594899,0.9760399079848485,1.2912381001795756,1.1857142857142857
simulations,2,29,0.6897091695102616,0.9661582642334066,1.2773313830123811,1.2
simulations,2,30,0.6921465937245008,0.9669792137250934,1.2719489080418622,1.2142857142857142
simulations,2,31,0.6881572156581482,0.9753810079026899,1.2803862258149319,1.2285714285714286
simulations,2,32,0.7221211620726431,0.9983438923287464,1.2811558184696685,1.2428571428571429
simulations,2,33,0.7761691222255372,1.0401352784881635,1.2802099253740242,1.2571428571428571
simulations,2,34,0.8422798570620966,1.0800066025061934,1.3457914876339556,1.2714285714285714
simulations,2,35,0.8863636383247013,1.125105898926555,1.4033766339704827,1.2857142857142856
simulations,2,36,0.9268967223552147,1.173104314043266,1.4433328157146446,1.3
simulations,2,37,0.9744881429379563,1.1992597381584535,1.5070547120998463,1.3142857142857143
simulations,2,38,0.9875064115689647,1.216049702810131,1.5297962416674198,1.3285714285714287
simulations,2,39,1.023788910843796,1.2527566674088644,1.5405775897102874,1.342857142857143
simulations,2,40,1.061025093664295,1.292439263310386,1.6283046626502171,1.3571428571428572
simulations,2,41,1.105644582024851,1.3360987010158358,1.6641551158990016,1.3714285714285714
simulations,2,42,1.1217370849200998,1.3537774421320428,1.6733871100736053,1.3857142857142857
simulations,2,43,1.1163890681993163,1.347375400208151,1.6808095378301178,1.4
simulations,2,44,1.078762877802449,1.3383307234116144,1.6556474235897973,1.4142857142857141
simulations,2,45,1.0712449164600963,1.343091763914801,1.618102506778376,1.4285714285714286
simulations,2,46,1.096808217697463,1.3554621876340454,1.6189996209172421,1.4428571428571428
simulations,2,47,1.1205321132378727,1.3782850747984159,1.6809942753657632,1.457142857142857
simulations,2,48,1.1518795117966667,1.3999740492249266,1.7177535600118499,1.4714285714285715
simulations,2,49,1.157940662035297,1.4093496768278182,1.7599453204976658,1.4857142857142858
simulations,2,50,1.1549178781324179,1.4061161049653732,1.7262752018446723,1.5
simulations,2,51,1.129586877323416,1.3829847866074183,1.6898259519360488,1.486
simulations,2,52,1.0750723870098209,1.379977283651681,1.676375387533086,1.472
simulations,2,53,1.0892608003781343,1.3760066759159093,1.6511033990114616,1.458
simulations,2,54,1.1250008983441353,1.3933112727529762,1.6812105524913148,1.444
simulations,2,55,1.151377658234608,1.3987127724923925,1.7282287607860296,1.43
simulations,2,56,1.1716095767018422,1.4097288751709476,1.7461031954135917,1.416
simulations,2,57,1.1651775344426063,1.4079167707034634,1.746526622304221,1.402
simulations,2,58,1.1228656173298648,1.3974114223243226,1.738500747720719,1.388
simulations,2,59,1.1136017384399108,1.3752127097300035,1.6896674448011166,1.374
simulations,2,60,1.0980660446969641,1.3495138268726992,1.645043238630043,1.3599999999999999
simulations,2,61,1.1124651676244017,1.3467543580412698,1.653947562012566,1.346
simulations,2,62,1.1237912834514892,1.3465603543026305,1.636081882940398,1.332
simulations,2,63,1.1171230580233151,1.3409044100884637,1.6410602365138125,1.318
simulations,2,64,1.0769214518240218,1.3030456939796542,1.60291184789403,1.304
simulations,2,65,1.0456639495617415,1.2765574814613183,1.5872179560015187,1.29
simulations,2,66,1.0023930240170742,1.2378645042807435,1.5140787489080179,1.276
simulations,2,67,0.9830299845038729,1.2116577608200498,1.4852166330046652,1.262
simulations,2,68,0.9845204510458087,1.2047511702657958,1.472194015474817,1.248
simulations,2,69,0.9843866884352898,1.196820354418727,1.4787929472634371,1.234
simulations,2,70,0.9615576768709518,1.1767698072738515,1.4629989366785443,1.22
simulations,2,71,0.930423827583478,1.1490869148346294,1.4088158637525219,1.206
simulations,2,72,0.902310956632498,1.1226411244880696,1.3781070271922007,1.192
simulations,2,73,0.8833520181685821,1.1005145197356254,1.3238946258732367,1.178
simulations,2,74,0.8737295036732226,1.084999021206158,1.3106888787754865,1.1640000000000001
simulations,2,75,0.8825668249180074,1.0789820603745373,1.2865058574441763,1.15
simulations,2,76,0.8763031723229111,1.0803172458764516,1.304108907465746,1.1360000000000001
simulations,2,77,0.8753163147632597,1.070664492975765,1.3451290605352848,1.122
simulations,2,78,0.8618567838458081,1.0469672803010877,1.2782596176431156,1.108
simulations,2,79,0.8376364923825362,1.0232448598791288,1.225604259784078,1.094
simulations,2,80,0.8131115105229482,0.9992024919838252,1.1981508730884016,1.08
simulations,2,81,0.8062695871530413,0.9835291743341066,1.192784772574025,1.066
simulations,2,82,0.8018510773611184,0.9821424757814938,1.1891549483133739,1.052
simulations,2,83,0.8061195314810503,0.9783386317554665,1.2099775462949416,1.038
simulations,2,84,0.8063665019938467,0.9711562767899284,1.1882731250377176,1.024
simulations,2,85,0.777951339782567,0.9534080901713596,1.1950680528916546,1.01
simulations,2,86,0.7764320538409739,0.9374807841454438,1.1407086450992683,0.996
simulations,2,87,0.7346399703430456,0.919387606567788,1.116268542848872,0.982
simulations,2,88,0.7424254864490105,0.9045328433046483,1.0819805167563674,0.9680000000000001
simulations,2,89,0.7189186080385063,0.8945498774654002,1.105077112509506,0.9540000000000001
simulations,2,90,0.728522841883214,0.892908789543693,1.1073689185979323,0.94
simulations,2,91,0.7220218891002919,0.880578058196072,1.0822362816611713,0.926
simulations,2,92,0.696762484981081,0.8570085418338222,1.0532252723529492,0.912
simulations,2,93,0.6775570526924825,0.8354255494478673,1.0107038001015705,0.898
simulations,2,94,0.6664450946555788,0.8156086855396032,0.9961113022603414,0.884
simulations,2,95,0.6499315180175463,0.8108128667167132,0.988674714459232,0.8700000000000001
simulations,2,96,0.6418525465672881,0.805355027643434,0.989889439603732,0.8560000000000001
simulations,2,97,0.6580966482333082,0.8056377577626433,0.9750885027775247,0.8420000000000001
simulations,2,98,0.6531433456695296,0.7994118904866417,0.9801118178075203,0.8280000000000001
simulations,2,99,0.6396230375336793,0.7893157968449233,0.968043179538132,0.8140000000000001
simulations,2,100,0.6288772396383168,0.7836729803195455,0.9571207490181998,0.8
simulations,2,101,0.6265264383140927,0.7823278439394201,0.9419239371075139,0.8
simulations,2,102,0.6239757065938822,0.785548109051522,0.9572781363388507,0.8
simulations,2,103,0.6507224285635756,0.7924479757702285,0.9688057465937039,0.8
simulations,2,104,0.6567455586211131,0.808413041090468,1.0039946145299492,0.8
simulations,2,105,0.6741396828804794,0.8206052369754577,1.0379094105836077,0.8
simulations,2,106,0.670240453765123,0.8194753938418999,1.0101823308846818,0.8
simulations,2,107,0.6471195632073972,0.8105744746218637,0.9904344547327654,0.8
simulations,2,108,0.6412721299153228,0.8039533839123376,0.9669029457056008,0.8
simulations,2,109,0.637901564113513,0.7992307606861986,0.9699422891795529,0.8
simulations,2,110,0.6607585905812177,0.8077274255923688,0.9846469746221715,0.8
simulations,2,111,0.6616913163556828,0.8223030053436708,1.0241643867953063,0.8
simulations,2,112,0.6854960046753242,0.8373607665063636,1.0254404424117884,0.8
simulations,2,113,0.6823580233032399,0.8369705240822651,1.020922068903768,0.8
simulations,2,114,0.6867191284255127,0.8388619554935064,1.0267707129703347,0.8
simulations,2,115,0.6669395750605102,0.8385460230504711,1.0343473094952558,0.8
simulations,2,116,0.6739031423610236,0.8370182212945354,1.046651419322067,0.8
simulations,2,117,0.7077788531489915,0.8450795599372315,1.0411783887374768,0.8
simulations,2,118,0.6993450076747343,0.8517437165003308,1.0453914763688807,0.8
simulations,2,119,0.7160411932586254,0.8560776154690128,1.0441993720752687,0.8
simulations,2,120,0.6971485356104307,0.8493877038462513,1.0404946574568172,0.8
simulations,2,121,0.6834237112737013,0.8436783314337184,1.0205548636452617,0.8
simulations,2,122,0.6557414353783318,0.8422767608234786,1.0176393096495007,0.8
simulations,2,123,0.6582210133669438,0.842606539667559,1.0236494902294138,0.8
simulations,2,124,0.6665050874308812,0.8461123031260442,1.0234924575190214,0.8
simulations,2,125,0.6906081491187257,0.8553124723087416,1.038051986637445,0.8
simulations,2,126,0.6860068834058437,0.8622857050103945,1.0675609516966378,0.8
simulations,2,127,0.6807251664575599,0.8554987693917318,1.0682274009044443,0.8
simulations,2,128,0.6754788358811579,0.8601330965505962,1.0432845508411879,0.8
simulations,2,129,0.6878095302912023,0.8643482715248896,1.0516129917253167,0.8
simulations,2,130,0.7102135865306392,0.8809940556747183,1.0693507852910076,0.8
simulations,2,131,0.7313197521168487,0.9011752877707567,1.1066654881928901,0.8
simulations,2,132,0.7541955827870939,0.9202130329664719,1.14898494650222,0.8
simulations,2,133,0.7555168127243206,0.9322921864827074,1.1830870180532405,0.8
simulations,2,134,0.7776337964799965,0.9361507437422392,1.180416681185543,0.8
simulations,2,135,0.7602654258292849,0.926754632774821,1.1490097569439446,0.8
simulations,2,136,0.747180333239864,0.913644295313957,1.1364726307610629,0.8
simulations,2,137,0.7385338511034424,0.9085375797835669,1.1254098385639861,0.8
simulations,2,138,0.7326268197019714,0.9142726783394076,1.108449284896139,0.8
simulations,2,139,0.7268387444354176,0.9130872478875232,1.108497634761712,0.8
simulations,2,140,0.7384986676287527,0.9189649345623051,1.126237461230506,0.8
simulations,2,141,0.7295828236275833,0.9177576137219552,1.124093297362117,0.8
simulations,2,142,0.716029981184935,0.9144685084312913,1.12971094927681,0.8
simulations,2,143,0.7234680694809739,0.9076193633806909,1.1348724773071752,0.8
simulations,2,144,0.7137056924235751,0.9127026448789883,1.144159988139204,0.8
simulations,2,145,0.7145256770604496,0.9215118727913805,1.1805914169806457,0.8
simulations,2,146,0.7182055077769073,0.9355423513979517,1.2214949072212242,0.8
simulations,2,147,0.7172069168223277,0.9458451848090956,1.2368173768839854,0.8
simulations,2,148,0.7025437102171429,0.9532290868851263,1.287337433371818,0.8
simulations,2,149,0.7121301790419416,0.9618258505711217,1.3308181421263947,0.8
simulations,2,150,0.7147337221447307,0.9612425549071526,1.3517212864502173,0.8
simulations,3,1,0.4397743423314495,0.9634381110687882,2.0587153017626587,0.8
simulations,3,2,0.47407017100335785,0.9539350698046767,1.9680219444951466,0.8142857142857143
simulations,3,3,0.5224431635530571,0.9765236802711665,1.8532383857304982,0.8285714285714286
simulations,3,4,0.5646516069685963,0.9754311149283089,1.7879850177590717,0.8428571428571429
simulations,3,5,0.5862766418478224,0.9696835235760397,1.7084662767931793,0.8571428571428572
simulations,3,6,0.5864591080967136,0.9747741724033345,1.6347974271287486,0.8714285714285714
simulations,3,7,0.6006600780726404,0.9694126737214943,1.606239297934492,0.8857142857142858
simulations,3,8,0.6350310398917126,0.9791690417218932,1.57139453507225,0.9
simulations,3,9,0.6398146149343807,0.9736072549712932,1.5494236251597375,0.9142857142857144
simulations,3,10,0.6348066695782932,0.9814450767183818,1.546483055938511,0.9285714285714286
simulations,3,11,0.6621694604116171,0.9896730789898798,1.4638179043683532,0.9428571428571428
simulations,3,12,0.6556846487075267,0.9939858926868103,1.4880308964056939,0.9571428571428572
simulations,3,13,0.6763539670283831,0.9980138055946179,1.4452109520351193,0.9714285714285714
simulations,3,14,0.6736454379407486,0.9946674671999494,1.459057059935653,0.9857142857142858
simulations,3,15,0.6666104779870902,0.9963555992060333,1.4450552584632281,1.0
simulations,3,16,0.697513712109501,0.9967803713954795,1.4160693090270267,1.0142857142857142
simulations,3,17,0.7120869119687832,0.9970195004430578,1.4002427191496591,1.0285714285714287
simulations,3,18,0.694544555677031,0.9983274314092662,1.435085982593945,1.042857142857143
simulations,3,19,0.7007471635156449,1.009754561913756,1.4197637682928843,1.0571428571428572
simulations,3,20,0.7121955825090236,1.011843388677192,1.43768499382423,1.0714285714285714
simulations,3,21,0.6905217068960824,1.0042000123165855,1.4047399941357166,1.0857142857142859
simulations,3,22,0.7073533142880195,1.0059934190048339,1.3885480524598364,1.1
simulations,3,23,0.7161898220631396,1.0105766468102315,1.3922876438638934,1.1142857142857143
simulations,3,24,0.7170415822234757,1.0202745059735578,1.4000636552818708,1.1285714285714286
simulations,3,25,0.7292294771647085,1.030831695385238,1.3717753486457678,1.1428571428571428
simulations,3,26,0.7528880407479112,1.0232156719061916,1.3712876649426184,1.1571428571428573
simulations,3,27,0.7390379480798246,1.0327282885107212,1.3863135999600102,1.1714285714285715
simulations,3,28,0.7556707786677256,1.039371998205866,1.3941156980087634,1.1857142857142857
simulations,3,29,0.7781360722834509,1.0539456460795864,1.3843047715102377,1.2
simulations,3,30,0.7759244121049281,1.0442473889373884,1.3661657279834059,1.2142857142857142
simulations,3,31,0.7831800111481502,1.048968980524532,1.3401409730569327,1.2285714285714286
simulations,3,32,0.8064816966034691,1.0640201291764455,1.325954194220591,1.2428571428571429
simulations,3,33,0.8476761237885244,1.0765199910586043,1.3469731541932224,1.2571428571428571
simulations,3,34,0.8847899193458426,1.1061665803875274,1.3637402030979582,1.2714285714285714
simulations,3,35,0.9034319078689149,1.1241215553273722,1.3931506866349257,1.2857142857142856
simulations,3,36,0.9145918410093171,1.1392280361111395,1.4041994338859514,1.3
simulations,3,37,0.9414139147057599,1.1556258269820536,1.3951877113730975,1.3142857142857143
simulations,3,38,0.9336502553153458,1.167724079588723,1.3868539117599263,1.3285714285714287
simulations,3,39,0.9675731730746381,1.176397034322036,1.4215641397550907,1.342857142857143
simulations,3,40,0.9769500880200456,1.2019606092387014,1.4475737190969837,1.3571428571428572
simulations,3,41,0.9935773200604439,1.234690888513117,1.5252575570863638,1.3714285714285714
simulations,3,42,1.0413926427881395,1.256250601650518,1.5547678501664195,1.3857142857142857
simulations,3,43,1.0442268969256898,1.2725781495642683,1.5596087486520236,1.4
