date,cases,rt_median,rt_mean,rt_lower_95,rt_upper_95,rt_lower_50,rt_upper_50
2023-03-13,89,17.958376906262338,98.41694590200393,0.44355780041616216,494.6174521055932,4.854186806766566,64.82525292305856
2023-03-14,77,17.101402251516795,98.53677621001026,0.44272127592947413,518.8052480487544,4.774083471080442,63.97164449871147
2023-03-15,93,16.757935113804294,100.38791934996729,0.4721121348053329,493.6225334552017,4.616605187261975,64.30475821157242
2023-03-16,57,16.427813066469476,97.08764471098982,0.45183361730347893,569.3128282318966,4.706190718939009,64.03473905171299
2023-03-17,90,16.16821407911648,97.8090692004838,0.43628741378461683,547.6553046475358,4.44603404260245,62.76267725822345
2023-03-18,84,16.49351997377886,104.57583885234854,0.43738678094692474,553.5698404571517,4.416077602854029,62.15499828472933
2023-03-19,83,16.569848475845994,103.76754902070624,0.4334020685795439,559.6931929987751,4.338579264855033,63.10615371401305
2023-03-20,88,15.726881489435975,105.49587453409264,0.4499657267353502,521.5973613528279,4.336302582820519,60.346755993556684
2023-03-21,70,15.724736862375902,106.29453864753906,0.4518902869005044,539.6816370723236,4.321231671121851,62.926396684246505
2023-03-22,88,15.714846439536874,108.06149025499823,0.46947871048549733,593.2717851712725,4.253337392392337,60.55916309257323
2023-03-23,96,15.858628604096882,107.01412014047145,0.4508539607396802,556.5457894815821,4.169435236553541,60.42191805386582
2023-03-24,108,15.711353921927714,108.24352400330883,0.4759433142567041,577.4353989834722,4.146620079525562,59.58495975564426
2023-03-25,91,15.257128667586347,104.73029895591391,0.5104090207685335,530.3685643904224,4.133887733861614,58.81693157517533
2023-03-26,90,15.195594966848077,105.5456789890468,0.48390389346143686,545.5814465646414,4.049313635338573,57.71722746750551
2023-03-27,94,14.705613508297338,102.46555504225645,0.4817348548833012,521.7722339632596,4.0550088883556645,59.80918636110674
2023-03-28,111,14.729635498993453,97.65008363255187,0.5110551953817667,550.812461612059,3.8768565529611347,59.18982008793183
2023-03-29,107,14.909153486854814,96.37113393748561,0.4732385669822589,557.3952660929502,3.9311283245914197,59.80798797211304
2023-03-30,100,14.223062664893341,99.21360841557723,0.4830569174831551,584.6867467158302,3.77694310858061,57.93579386689321
2023-03-31,113,14.584202130531754,101.59093936927542,0.44989602782618054,555.025862008331,3.6698007973585063,59.380612118448624
2023-04-01,110,14.517663471922393,99.92422704765994,0.42522239654822974,575.0164954791206,3.6601890000321387,59.77785035458692
2023-04-02,122,14.16815997807652,98.266720131134,0.3937440384370171,601.6846124699078,3.5578119936202652,59.43163857741423
2023-04-03,106,14.492800090072446,103.79519613710323,0.4297010921510738,585.8122638521548,3.579093676509452,59.21836188480541
2023-04-04,112,14.89006290068954,103.78330695934888,0.40385387472524725,601.5570333862327,3.567705674911402,60.66854594687376
2023-04-05,114,14.605172376422757,104.03779863457318,0.38093550490204514,634.6434653915154,3.4704947862907236,60.204491762937295
2023-04-06,104,14.474590172569492,108.1493140393451,0.36210034881493125,634.2327290543218,3.4069676459655165,60.39700958354522
2023-04-07,126,14.531625164947435,108.97729384451128,0.37473622911597804,664.2355353346308,3.45494006198764,62.17200407242393
2023-04-08,128,14.438222834111066,113.16814970983374,0.36887257608068474,719.9180740455682,3.3372459620540207,62.60146025636633
2023-04-09,128,14.387427857809225,112.04762639170809,0.3305086717625752,701.4128597421535,3.3882599206744306,61.87292580877106
2023-04-10,127,14.420975979848407,116.04374455799493,0.31871740743951127,667.7530195180784,3.5852444637935514,61.96597778903232
