"date","day","cases","infectivity","rt_mean","rt_lower","rt_upper"
2020-10-29,59,20256,18801.9754532687,1.01640462118398,1.0108874071603,1.02193664306224
2020-10-30,60,19899,19225.258313373,1.02116249670611,1.01565194967993,1.02668774676191
2020-10-31,61,14565,19311.276845593,1.02199528492463,1.01649799145309,1.0275071987364
2020-11-01,62,13611,18861.1925137466,1.0188172491031,1.01334237416189,1.0243066705781
2020-11-02,63,28394,18617.2453135967,1.05345574668018,1.047905607755,1.05902034253848
2020-11-03,64,22690,19085.3906740444,1.05861961859021,1.05308077115928,1.06417279369885
2020-11-04,65,21053,19783.6079486837,1.05073113819322,1.04524344273654,1.0562330034367
2020-11-05,66,21206,20369.3710732374,1.0455785106737,1.04013607514733,1.05103495177937
2020-11-06,67,21179,20765.647662406,1.04316175230092,1.0377562728664,1.04858107960285
2020-11-07,68,16888,20828.8288766774,1.04851161534063,1.04312204940718,1.05391487720302
2020-11-08,69,18272,20525.6097851756,1.06934261616862,1.06393212420157,1.07476664121012
2020-11-09,70,28562,20478.4569622386,1.05649497528745,1.05115248135251,1.06185082471352
2020-11-10,71,24836,21022.2174220137,1.05718878835444,1.05188061253612,1.06251013974776
2020-11-11,72,25064,21825.0926413674,1.06989502051963,1.06459246843687,1.07521056371335
2020-11-12,73,22320,22528.9451147756,1.06180907950525,1.05656526850378,1.06706569202315
2020-11-13,74,22009,22907.5902387787,1.05218768977878,1.0470050486502,1.05738294976553
2020-11-14,75,16290,22762.0934459413,1.0348765897724,1.02976955101339,1.0399960869453
2020-11-15,76,14430,21950.9375345038,1.00023239292922,0.995235009561596,1.00524211900929
2020-11-16,77,24147,21069.8689375348,0.967736468643983,0.962830466733514,0.97265476588716
2020-11-17,78,20675,20625.0996615393,0.943159793498178,0.938310321362486,0.94802159274033
2020-11-18,79,18545,20383.6467047738,0.909266741506563,0.904482852367563,0.914063074476691
2020-11-19,80,15797,20018.8318524037,0.880942635684884,0.876194688581628,0.885703235246893
2020-11-20,81,14960,19383.2921021998,0.853962766712285,0.849232255653328,0.858706235242323
2020-11-21,82,10806,18399.574853819,0.841563747222122,0.836796177719316,0.846344672747514
2020-11-22,83,10216,17069.2610800833,0.840791507680061,0.835942060335536,0.845654787132038
2020-11-23,84,16472,15858.7313467911,0.815791108569434,0.810920986021246,0.820675610375893
2020-11-24,85,14267,15103.1075414403,0.800712216513419,0.795783125240228,0.805656316138124
2020-11-25,86,14153,14676.0387879918,0.802190539763857,0.797141590175021,0.807255208536283
2020-11-26,87,12458,14374.0060461351,0.812543854556446,0.807339209625163,0.817764991165751
2020-11-27,88,12459,14056.6766957607,0.829224043285497,0.82384004410405,0.83462533610474
2020-11-28,89,9348,13598.9590701532,0.8533109017414,0.847725574925768,0.858914314847489
2020-11-29,90,9067,12924.6758902094,0.877046478669984,0.871268590610155,0.882843198206963
2020-11-30,91,15228,12387.5715140062,0.895583800309921,0.889641817977537,0.901545287164963
2020-12-01,92,13732,12259.7420016571,0.916919359215581,0.910817055448839,0.923041755749587
2020-12-02,93,13661,12398.8232922201,0.93426730216533,0.928031803365147,0.940523391071926
2020-12-03,94,12761,12609.6753301793,0.955892245811382,0.949523614380951,0.962281869932697
2020-12-04,95,13065,12777.7966548244,0.976446686334693,0.96996380657503,0.982950860582684
2020-12-05,96,10302,12782.4303552716,0.996315957758951,0.989737130240811,1.00291627703553
2020-12-06,97,11036,12573.5847799076,1.02272900031237,1.01605010307385,1.02942947526
2020-12-07,98,17662,12532.6035822525,1.0487217670292,1.04196396431191,1.0555011118677
2020-12-08,99,16937,12936.7202955056,1.07687869143524,1.07005679435111,1.08372196606335
2020-12-09,100,17744,13653.7047714882,1.10727529969539,1.10040603691653,1.11416564150714
2020-12-10,101,18850,14542.7238232765,1.15028827507231,1.14336065847537,1.15723652683726
2020-12-11,102,20177,15532.2323871304,1.19199560047443,1.1850466541042,1.19896458089573
2020-12-12,103,16268,16387.6889571929,1.20899392933518,1.20212508002395,1.215882076876
2020-12-13,104,18409,16959.8601049442,1.229180227401,1.22240373235776,1.2359751952154
2020-12-14,105,30019,17824.4477749727,1.28345042838879,1.27669756907478,1.29022085397286
2020-12-15,106,29652,19407.1997931277,1.32203439595706,1.31537721313711,1.32870815069845
2020-12-16,107,30648,21435.8167603123,1.34345937402765,1.33696554016689,1.34996872350512
2020-12-17,108,30160,23518.2221387002,1.33775065507109,1.33149620111255,1.34401956212333
2020-12-18,109,32426,25443.147664487,1.33059107563035,1.32457640598494,1.3366191822909
2020-12-19,110,22195,26754.0488628409,1.27861386931158,1.27292325591032,1.28431699934897
2020-12-20,111,29556,27345.8137695256,1.26542745807084,1.25995089007886,1.27091573890243
2020-12-21,112,43446,28272.0683673321,1.26662561200136,1.26131511239203,1.27194711371908
2020-12-22,113,41741,30101.0075458912,1.25866341042224,1.25352660187717,1.26381057769975
2020-12-23,114,38382,32269.6841634763,1.22819328536364,1.223262895881,1.23313345421551
2020-12-24,115,29287,33817.7795848623,1.16190605296724,1.15723319026447,1.16658820130736
2020-12-25,116,12926,33602.3232445791,1.0253120246257,1.02100783963447,1.02962513815523
2020-12-26,117,37462,32347.3595753424,1.06908624319414,1.06474780161171,1.07343338397571
2020-12-27,118,43250,31972.4083280292,1.10842277563236,1.10405131013527,1.11280275934507
2020-12-28,119,40845,32802.7758695804,1.07482875668473,1.07056726009383,1.07909860141086
2020-12-29,120,74058,35579.6692900927,1.18855189849698,1.1841235000498,1.19298844827188
2020-12-30,121,64243,40473.8002828871,1.25551044183193,1.25103710529897,1.25999165173995
2020-12-31,122,47824,45283.796114245,1.27194009101919,1.26754106562354,1.27634663163958
2021-01-01,123,28879,47663.5009153654,1.26468039704962,1.26041131211958,1.26895660012236
2021-01-02,124,55429,48071.8446729337,1.25787017399698,1.25373298120553,1.26201408780541
2021-01-03,125,50664,48267.7821308799,1.21398704985321,1.21003526392699,1.21794518945146
2021-01-04,126,70920,49386.4995992431,1.24557814193028,1.24168203332837,1.24948026941418
2021-01-05,127,59601,51602.6056694831,1.14152731482936,1.13788900672277,1.14517135023773
2021-01-06,128,52752,53620.4818776681,1.06447425953361,1.0610287416273,1.06792528579511
2021-01-07,129,48132,54548.2766571101,1.03742202405999,1.03406548015453,1.04078393181993
2021-01-08,130,43494,54152.0149010365,1.05934244126339,1.05598130481015,1.06270884480076
2021-01-09,131,36420,52452.6281629156,0.994376051514882,0.991139329246536,0.997617977482647
2021-01-10,132,33749,49697.096596163,0.944202890494375,0.941055117664106,0.947355846672329
2021-01-11,133,53519,47246.5021187876,0.901869921513962,0.898784542191427,0.904960514714665
2021-01-12,134,45968,46022.2765140118,0.877829332376952,0.874761759603725,0.880902200358855
2021-01-13,135,42302,45423.627727222,0.868518420582992,0.865431636096135,0.871610624452316
2021-01-14,136,39660,44829.1622248552,0.868427873347269,0.865297460683678,0.87156386039019
2021-01-15,137,37878,43955.0867970358,0.87825504230703,0.875058673368451,0.881457158067124
2021-01-16,138,28413,42473.7974315218,0.880623143722317,0.877372933951732,0.88387927971983
2021-01-17,139,26976,40216.9991493038,0.88570230962669,0.882393338699229,0.889017387912759
2021-01-18,140,41936,38152.3190836722,0.87398337435069,0.870647160178407,0.877325880359496
2021-01-19,141,37054,37041.3261803443,0.870337959037213,0.866957970695575,0.873724432669982
2021-01-20,142,32678,36420.9067666982,0.864019858164333,0.860599094388638,0.867447313473968
2021-01-21,143,29632,35718.3355752469,0.856150405814648,0.852689173441558,0.85961855224011
2021-01-22,144,27741,34679.2869410077,0.847856135047364,0.844351957090237,0.851367469340805
2021-01-23,145,20425,33099.8080340177,0.847698669412957,0.844131144217184,0.851273613677977
2021-01-24,146,15883,30784.0805832706,0.835105038207009,0.831496934064688,0.838720846024073
2021-01-25,147,27972,28450.3567685754,0.810287161026231,0.806660953819877,0.813921388344674
2021-01-26,148,25209,26856.5647468367,0.794392178067313,0.79072183774863,0.79807089991143
2021-01-27,149,23899,25871.8670682718,0.792540677279944,0.788786052094092,0.796304094354081
2021-01-28,150,22523,25184.5341447788,0.798589014700012,0.794724534424203,0.802462738791301
2021-01-29,151,20363,24518.4107910372,0.802369780113455,0.798396515638661,0.806352770650562
2021-01-30,152,15524,23574.9153279107,0.817169345925669,0.81305789058537,0.821291027431833
2021-01-31,153,14138,22211.2033527904,0.846945476498302,0.842659462457675,0.851242212932767
2021-02-01,154,20764,20875.7637559922,0.842257344378474,0.837888663926353,0.846637227536915
2021-02-02,155,18193,19947.0803856445,0.834880316633614,0.830439271769526,0.839333041469737
2021-02-03,156,17948,19323.0121899403,0.831773756813284,0.827248816773103,0.836310868297933
2021-02-04,157,16717,18843.0708987919,0.828214750181796,0.823604746696386,0.832837442110818
2021-02-05,158,14461,18313.8876378818,0.822880158231657,0.818186617355518,0.827586937737556
2021-02-06,159,10951,17518.5431020793,0.825877021037993,0.821072292513317,0.830695573293342
2021-02-07,160,10458,16406.8900051167,0.834363356200925,0.829428476667738,0.839312670896183
2021-02-08,161,14370,15317.2561361996,0.820388779439112,0.815388576098028,0.825404056423108
2021-02-09,162,12696,14507.4316056233,0.811785517041073,0.806700539876739,0.816886249832982
2021-02-10,163,12272,13912.7265446727,0.800602727939357,0.795435536307332,0.80578641759852
2021-02-11,164,11637,13433.5957292537,0.793755497832927,0.788485036763526,0.799043272623716
2021-02-12,165,10986,12989.7799954992,0.800971034008707,0.795543139185569,0.806417128163516
2021-02-13,166,8025,12440.6979052109,0.812497372084776,0.806892296330474,0.818121580557378
2021-02-14,167,7781,11705.045025398,0.824619900860636,0.81883428227463,0.830425606062577
2021-02-15,168,12953,11091.8601301796,0.847569654476814,0.841568185663721,0.853592152096868
2021-02-16,169,11268,10826.3596073321,0.867152510429585,0.860954244006609,0.873372701588181
2021-02-17,170,10419,10750.08751772,0.877838661407178,0.871485090992544,0.884214989593408
2021-02-18,171,10303,10711.8329776201,0.890944996902356,0.884436992393291,0.897476528487095
2021-02-19,172,9246,10618.2879184444,0.895716533962626,0.889092998656535,0.902364310332997
2021-02-20,173,7161,10351.550584472,0.908960635880301,0.902197369975056,0.915748808722523
2021-02-21,174,7033,9880.14264887762,0.921230066944603,0.91433819087816,0.928147462267564
2021-02-22,175,10279,9438.44224895145,0.905373494313257,0.898464059488174,0.912309029762799
2021-02-23,176,8536,9172.74630666139,0.887962267710015,0.881040563437446,0.894910681154943
2021-02-24,177,7620,8965.09183366007,0.870403397983225,0.863462880029916,0.87737131467786
2021-02-25,178,6933,8711.27393816264,0.846144233005345,0.839200313522319,0.853116367650211
2021-02-26,179,5883,8355.3429327368,0.823820907973358,0.816851163490039,0.830819851809117
2021-02-27,180,4254,7844.90638776204,0.810320852626346,0.803271330488415,0.817400747667422
2021-02-28,181,4112,7195.18096228447,0.797832930989418,0.790682795847057,0.805014805413883
2021-03-01,182,6215,6594.25501983507,0.766255804886701,0.759076144609672,0.773468792653203
2021-03-02,183,5950,6193.94679657804,0.760621267434669,0.753273437829891,0.76800426773826
2021-03-03,184,5305,5950.02380527131,0.760194970686142,0.752635073482555,0.767792124171693
2021-03-04,185,5011,5770.08858814526,0.766747123888885,0.758925610243391,0.774608181254948
2021-03-05,186,4728,5598.52893367263,0.787983869891574,0.779816612778343,0.796193085373662
2021-03-06,187,3832,5386.37860965607,0.82347995928396,0.814893848559612,0.832110444845308
2021-03-07,188,3677,5111.94436629693,0.855015249637238,0.846044801969692,0.864032348765068
2021-03-08,189,5818,4895.94458484833,0.882133209248222,0.872825018645633,0.891490087664482
2021-03-09,190,5488,4838.04613294804,0.901682115959001,0.892103126508436,0.911311551243644
2021-03-10,191,5222,4883.08696625622,0.925775729738424,0.915928737968888,0.935674642567156
2021-03-11,192,4848,4946.29415374575,0.942591235272866,0.932541170399186,0.952694420636249
2021-03-12,193,4767,4976.83575104231,0.960428686659637,0.950194355693201,0.970717080632909
2021-03-13,194,3592,4923.17297084056,0.96635414079249,0.956019849051931,0.976743219815926
2021-03-14,195,3707,4766.3128398808,0.976988176978052,0.966544838648863,0.987486855796287
2021-03-15,196,5643,4636.02802130611,0.979311855141821,0.968816254032861,0.989863220168645
2021-03-16,197,4933,4616.22186661901,0.969303474235361,0.958827617479562,0.979835461438787
2021-03-17,198,5047,4662.11282701816,0.970472404764794,0.95995582238825,0.981045487537677
2021-03-18,199,4689,4721.66294766966,0.972243989916197,0.961682441999027,0.982862419333064
2021-03-19,200,4333,4744.07441325594,0.965963366420978,0.955399196764035,0.976584817935119
2021-03-20,201,3514,4682.50523503262,0.97066882272619,0.960040243432893,0.981355103804608
2021-03-21,202,4679,4575.79691488681,1.0061153804033,0.99526250006197,1.01702629934621
2021-03-22,203,5400,4536.36115411462,1.00172914553982,0.990883483895112,1.01263302355733
2021-03-23,204,4566,4566.36180061634,0.991970381158473,0.981169564062769,1.00282950396839
2021-03-24,205,5321,4631.69012687595,1.00134162502103,0.990484701296598,1.0122569091092
2021-03-25,206,4674,4709.18696340491,1.00126435016029,0.990405765084812,1.01218131803975
2021-03-26,207,3803,4722.564602979,0.985583010614286,0.974806459148005,0.996417983612213
2021-03-27,208,3136,4613.85782236902,0.975991540381575,0.965256358480357,0.986785267761384
2021-03-28,209,4477,4450.67249837065,0.97351318834869,0.962770948453047,0.984314201002674
2021-03-29,210,3422,4297.7209408767,0.918947547689655,0.90847279822041,0.929481508311775
2021-03-30,211,3135,4125.05528641213,0.88644580390487,0.876087002398903,0.896864644747663
2021-03-31,212,3340,3940.84149986104,0.842097343169728,0.831889713442127,0.852366356288632
